id,Title,Content,Permalink,Post Type
2766,MyLead and RedTrack,"




MyLead is a comprehensive platform offering a variety of partner programs. It uses various cost models and provides offers from almost all verticals.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events you want to track



Traffic channel






1. Add MyLead as an Offer source in RedTrack.



RedTrack → Offer sources → New from template → Add MyLead template → copy the Postback URL → Save the template:











Refer to this article for details on Offer sources in RedTrack.



2. Add Postback URL from RedTrack to MyLead.



In your MyLead account go to the section For Webmasters → Postback → Add a new Postback URL → paste the Postback URL from RT (copied in step 1) → Save:











3. Get the MyLead offer.



3.1 In your MyLead account go to the List of Campaigns → select the offer:







3.2 Once the offer is approved, copy the link:











4. Add MyLead offer to RedTrack.



In your RedTrack account go to Offers → Create new offer → add MyLead offer link in the URL field -> make sure the tracking parameters “ml_sub1={clickid}” are added at the end of the offer URL → Save changes to the template:







Refer to this guide for details on filling in the rest of the fields in the Offer form.



5. Create the campaign with the traffic channel you buy the traffic from and the offer you have just added.



To help you create the campaign refer to:




this guide for Advertisers.



this guide for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/mylead/,docs
2845,21-Mar,"
 	Logs for cost updates (via API)
 	Custom domains with SSL only
 	Facebook connect button for the traffic source edit page
 	Block duplicate сonversion by a separate type
 	Facebook cost updates up to 5 mins
 	Auto optimization - visualize the path
 	Rules for publisher panel campaigns
 	Custom postback types restrictions for shared accounts
 	Facebook multi pixels
 	Publisher access by traffic source and campaign
 	Show publisher details (ID / Alias)
 	Calculate EPC (campaigns: total revenue/clicks, reports: default revenue/clicks)
 	Limits on the API requests
 	Filter by unique visits (unique path)
 	New macros:
{prelanderid}
{prelandername}
{landerid}
{landername}
{offerid}
{offername}
{browserversion}
{osversion}
{countryname} full Country name
{connectiontype}
{referrerdomain}
{clicktime}
{campaignname}
{trafficsourcename}


 	New drag logic for columns
 	Currency displayed in Publisher Panel
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-march-2021/,docs
2918,MaxWeb and RedTrack,"




MaxWeb is a self-service performance marketing affiliate network that specializes in maximizing results for both affiliates and advertisers.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Conversion events



Traffic channel






1. Add MaxWeb as an Offer source in RedTrack



1.1 Offer sources→ New from template→ find MaxWeb template→ Add:







1.2 Copy the Postback URL→ Save the template:







Refer to this article for details on Offer sources in RedTrack.



2. Set up RedTrack Postback URL in MaxBounty



Go to your MaxWeb account→ &nbsp;Settings→&nbsp;My Profile→ the&nbsp;Postback Pixel&nbsp;tab→ click&nbsp;Add→ paste the postback URL (copied in step 1.2) in the&nbsp;URL&nbsp;text field and press&nbsp;Save:











3. Get the MaxWeb offer URL



In MaxWeb go to the&nbsp;Campaigns&nbsp;view→ choose an offer you want to promote→&nbsp;Dashboard&nbsp;view→ copy the offer URL to the clipboard:











4. Add MaxWeb Offer to RedTrack



RedTrack→ Offers→ New→ give the offer a name and choose MaxWeb as the offer source→ paste the URL from MaxWeb (copied within step 3.2) → add subid2={clickid} to the URL→ Save:







Refer to this guide for details on filling in the rest of the fields in the Offer form.



5. Create the&nbsp;Campaign&nbsp;with the traffic channel you buy the traffic from and the offer you have just added. 



To create a campaign refer to:




this guide&nbsp;for Advertisers.



this guide&nbsp;for Affiliates.



",https://help.redtrack.io/knowledgebase/kb/automation/integrated-affiliate-networks/redtrack-with-maxweb-setup/,docs
3121,Publishers: coupon tracking,"What is a coupon and why it may be useful?
Coupon is a unique code that may be assigned to your publisher/partner in order to promote the links. You can assign conversions to a publisher/partner based on the coupon value used. Coupons will override any click data and will attribute conversion to the publisher/partner that used coupons.
How to create a coupon?
To create a coupon, you need to set your coupon token for a publisher/partner and coupon value for the campaign. When combined, they will give a unique publisher/partner coupon for a campaign that will look like “token-value”.
To set the coupon tracking act as follows:

1. Go to the created Campaign and press the Edit icon next to it:



2. Once you are in the Campaign settings go to the tab Details For Publishers:



3. Add the {pubtoken} token and the value to it:



4. Go to the Publishers section-&gt;Publishers -&gt; Edit:



5. Scroll down to the Coupon token field and set your coupon there:



6. Now, you can Login as publisher/partner:



7. Go to Campaigns -&gt; choose the target campaign and check the coupon. This is how your publishers/partners will see it on their side. They can copy it and use it for tracking:
Note!

To send coupon data to RedTrack please use postback macro: coupon=coupon_value (example: coupon=vandatest-20off).
",https://help.redtrack.io/knowledgebase/kb/basic-setup-9785/publisher-management/coupon-tracking/,docs
3143,Google Tag Manager and RedTrack,"
Our tech team has prepared a step-by-step guide on how to integrate Google Tag Manager (GTM) with RedTrack, you can find it below. Since it is an advanced tutorial, it is not covered by the RedTrack Support. Knowledge of web design languages such as HTML, CSS, JavaScript may be required. We suggest hiring an expert if you are not comfortable proceeding with this guide on your own.







The guide below is meant for those who already have a GTM account and the connected domain. In case you don't have one, click here to check out what to do first.



1. Create a variable to get clickid from the cookie. Variables→ New→ 1st Party Cookie: 



Values to be added:Variable Name: rtkclickid-storeVariable Type: 1st Party CookieCookie Name: rtkclickid-store







This is a container for the clickid you have stored in a cookie (for the script to take this value on some page where it will be needed). Do not change the naming.



2. Create a Tag:



2.1 Go to Tags→ New:







2.2 Add the essential elements:



Name: any convenient name (use the one that is easy to identify)Type: Custom HTMLHTML: Place the Universal tracking script you are going to useTrigger: choose where you want the script to fire (in our example, it is All Pages)









Add the GTM code to your website (landing page). To do that:



1. Press the Tag id here:







2. Add the GTM codes to the page header and body as is stated in the window:







This is the only thing you will need to add to your page code. All other scripts and triggering conditions are set on the GTM side.





It will depend on your flow and can be either a simple no-redirect flow with a landing page and affiliate offer or a complex website with various triggers.



Both GTM and RedTrack functionality allow you to play with the settings, but here are the basic things you will need to set up in RedTrack:



1. Add the Campaign, which is the fundamental element in RedTrack. The whole tracking is linked to the campaign. You will most likely be using a custom way of tracking conversion and sending a postback so you can skip the postback setup.



2. Add a custom tracking domain. This is a must nowadays as all service domains are more likely to be treated as malware.



3. Adjust the postback trigger. This trigger can be used to fire the postback URL:



Create GTM Tag that sends S2S URL with clickid attached&nbsp;with the following options:



Tag Name: RedTrack Payment CompleteTag Type: Custom ImageImage Url: your actual S2S url with parameter clickid={{rtkclickid-store}} addedTriggering: the page where you want the postback to be fired, or the click on the button







Your RedTrack S2S postback URL template can be found under Tools→Conversion tracking:







☛ You may want to play with triggers to create a correct subsequence (for example, when the clicked fails to be recorded quickly).☛ There can also be different event-triggering settings - it all depends on your current flow (the elements are created the same way we have described above).☛ GTM allows you to play with your settings in different ways. Having GTM integrated with RedTrack, you are ready to explore more. Here is more information on the functionality.


",https://help.redtrack.io/knowledgebase/kb/automation/integrations-other-tools/google-tag-manager-integration-guide/,docs
3190,21-Apr,"
 	Autooptimization: set weight multiplier, set learning treshold for optimize by zoneid
 	Macros for webhook in a publisher panel
Alias = {palias}
First Name = {pfname}
Last Name ={plname}
Publisher Email = {pemail}
Publisher Id ={pubid}


 	Cost update for Facebook on different levels and different frequencies (campaign, adset, and ad level)
 	Facebook ""Rate limit"" error fix
 	Postback logs for Facebook, Google, and Bing
 	Multi-access restriction by campaign/traffic
 	Сustom Payouts for regular campaigns
 	Postback for FB: “split conversions” by default
 	Add connection type column in logs (clicks and conversions)
 	Facebook Payload Part 1
New fields added:
City: ct
Country: country
External ID: external_id
Subscription ID: subscription_id
order_id - сonversion id 
 	Google auto-update costs (by adset and ad)
 	Woocommerce postback
 	CPA for Conversion Types
 	New macros:
{convid} - id of the conversion 
{convtype - type of the conversion 
 	Pre-LP / LP CTR metrics
 	FB Traffic Source set-up changes
 	FB integration: new pixel IDs can be added without connecting Business Manager
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-april-2021/,docs
3192,21-May,"
 	Conditional postback for Google, Bing and Facebook
 	Bing auto-cost update
 	Show ClickID in Conversion API logs
 	FB integration connect button update
 	Add row numeration in all header tab
 	Conversions api logs errors
 	More numbers allowed for autooptimization - treshold
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-may-2021/,docs
3194,21-Jun,"
 	Allow using an alias instead of pubid
 	Coupon Tracking  for publisher panel
 	FaceBook multiple pixel support starting
 	Calculate CPA (Default) in the campaign tab
 	Publisher panel: custom text and custom e-mails
 	Postback to publisher log
 	Manual cost update cost by subs
 	10 new subs
 	New rule for auto-optimization: remove landers and offers with the lowest figures
 	Add Integration postback block
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-june-2021/,docs
3196,21-Jul,"
 	Clickbank conversion type mapping
 	Bugfix: Rules based on the cost for API updated traffic sources
 	Send event ID for CAPI in a postback
 	Rule names improvements: remove the limit of symbols
 	Bugfix: missing conversion event columns for the whitelabel reporting portal
 	Save the grouping dates within the same session
 	Costs and CPA display in the reporting portal
 	ClickBank: track Initiate checkout, abandoned cart and upsell
 	 Macro for a custom payout
 	Publisher panel: payment request
 	Postback Integration: add conditional postback switch
 	Send additional parameters to Facebook via the CAPI:
    Facebook Event ID
    Facebook First Name
    Facebook Last Name
    Facebook Phone
    Facebook Gender
    Facebook Email


 	Offer Source sub structure change
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-july-2021/,docs
3199,EvaDav and RedTrack,"




EvaDav is&nbsp;an advertising network trading native, in-page, push, and popunder ads under CPM and CPC pricing models.



Integration





Before you proceed with the integration, make sure to have the already added:




Custom tracking domain



Offer source and Offer&nbsp;(if you’re an Affiliate)/&nbsp;Brand and Website&nbsp;(if you’re an Advertiser)



Conversion types you're planning to work with






1. Add&nbsp;EvaDav&nbsp;as a Traffic channel in RedTrack.



Go to your RedTrack account →&nbsp;Traffic channels&nbsp;→&nbsp;New from template&nbsp;→ find&nbsp;EvaDav&nbsp;→&nbsp;Add&nbsp;→&nbsp;Save&nbsp;the template:











2. Create a campaign in RedTrack with EvaDav&nbsp;as your traffic channel.



Campaigns&nbsp;→&nbsp;Create new campaign&nbsp;→ use&nbsp;this guide&nbsp;for Affiliates /&nbsp;this guide&nbsp;for Advertisers to help you add the campaign with EvaDav as your traffic channel → once the Campaign is added, your tracking link is automatically created, copy&nbsp;Click URL:







Refer to these articles for details on the preferred method of tracking:– Universal script– No-redirect– Impressions



3. Set up the tracking on the EvaDav side.



3.1 In your EvaDav account go to Campaigns&nbsp;→ Create campaign:







3.2 Paste the campaign click URL that you have copied in Step 2 in the Target URL text field:







4. Set up the Postback URL in RedTrack.



In Campaign settings (created in step 2) scroll down to&nbsp;S2S Postback for EvaDav&nbsp;→ Add&nbsp;→ check if all the needed parameters are in place →&nbsp;Save changes&nbsp;to the campaign:











Important!▸ If you changed the Postback URL in the Traffic channel (added/removed some parameters to it), remember to manually update the link in Campaign settings as well, as it won’t be generated correctly automatically.▸ Some Traffic channels require you to edit the Postback with specific parameters for each Campaign (e.g., the goal for Exoclick or ap_key for Go2Mobi). If the field remains blank or something like “REPLACE” is stated, that means you need to define the Postback conditions manually.


",https://help.redtrack.io/knowledgebase/kb/automation/integrations-traffic-channels-9777/evadav/,docs
3256,21-Aug,"
 	{palias} token in theoffer URL
 	Allow Facebook CAPI without connecting BM account
 	MLM referrals structure
 	Publisher Sign-up - add custom fields
 	Advertisers report cache
 	“Cached costs” switch renamed to ""Cached data""
 	Traffic Sources: date created added
 	French interface
 	Allow same email register to different publisher panels
 	New integrations with Fraudscore
 	Bug fixes
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-august-2021/,docs
3282,21-Sep,"
 	Google Ads conversions upload: new rules for the conversion upload allowing to pass it to the correct conversion name inside Google
 	Universal Tracking Script generator added to UI
 	Auto-update costs currency logic update
 	New Postback Mode: ignore duplicates by event id
 	Offers: Tags and Notes added
 	Postback for Bing: pass 2 symbols after the separator while sending the conversion data to Bing
 	Facebook auto costs limits fix
 	Email notification for the API integration expiration
 	TikTok integration: auto costs update
",https://help.redtrack.io/knowledgebase/redtrack-insights/product-faq-9760/records-for-2021/changelog-september-2021/,docs
3348,Publishers: adding whitelabel,"
With RedTrack you have the option to make your branded portal 100% white-labeled and customized. To do that, follow the steps below:



On the main RedTrack menu, navigate to the section Publishers -&gt; Whitelabel -&gt; New:







Fill in the info in all the sections of the Whitelabel template:





Fill in the fields in the New Whitelabel section. Basically, it's the essential information for your Whitelabel:







1. Domain - set the domain you have already added. If you have several domains, you can set several Whitelabels.Multiple whitelabels are billed additionally. Please contact your Product Specialist for more information.2. Default Traffic Source  -  access to the Campaigns for your publishers/partners is based on the Traffic sources. Set the default source for this Whitelabel. Later you can also restrict access to the Campaigns for different publishers/partners.3. Default Campaigns  - if you want to limit access for your publishers/partners to some Campaigns under the approved Traffic sources, use this option. Only the chosen Campaigns will be available for the publishers/partners.This could be useful for the cases when you run paid traffic to some Campaigns under the Traffic source you use for your publishers/partners but don't need your publishers/partners to have the access to those Campaigns. 4. Title - this is the name of the panel for your publishers/partners.5. Allow Sign up - this toggle allows or restricts sign-up to limit access to your panel.6. Show Balance &amp; Payment history - this toggle allows to show or hide the payment history from your publishers/partners.7. Approved by default - switching this toggle on means that if the new publishers/partners registers, they can be approved by default or manually in your admin account.8. Show alias/id - this toggle allows to show or hide the unique alias for the publishers/partners account (the alias you will set for a particular publisher):9. Use alias as id - this toggle allows to show a readable unique identifier in a publishers/partners tracking link.10. Show logs - this toggle allows you to show or hide the postback log from your publishers/partners.11. Pub panel - Show accrued conversions - when this indicator is enabled, your publishers/partners in the Pub panel will only see the conversions for which you've assigned payouts in their reports.12. Logo URL  - your panel logo. Generate the URL of your logo using any tool that allows you to generate an image link. The Whitelabel logo's image should be square (e.g. 640x640 px, 1080x1080 px).13. Favicon URL  -  your panel favicon. Generate the URL of your logo using any tool that allows you to generate an image link. The Whitelabel favicon's image should be square (e.g. 640x640 px, 1080x1080 px).14. Add Banner -  once added, the banners are placed in the footer of the pub panel on all pages.15. Terms and conditions, privacy policy enabled - if you have your own terms and conditions and privacy policy, enable it so affiliates can have access to.16. Terms and conditions URL  - put the link to your terms and conditions here.17. Website - put the link to your website if any.18. Privacy policy URL -  put the link to your privacy policy here.19. Manager Contact - add the account manager contact  if any.20. (optional) Columns settings -  choose what data slices you want to show to your affiliates.21. (optional) Columns logs settings - choose which columns you want to be shown in the “Conversion logs” tab of the branded portal.









Set the conditions for a payment request. To do that fill in the required info in the Payment request section:



1. Press the Change settings button next to the Payment request name:







2. Select the available payment types and minimum payout amount for them-&gt; choose the notification option and insert your Webhook URL-&gt;press Apply:







3. Once you've applied the changes, the selected options will be depicted in the following fields:







● The defined minimum payment amount for each payment method will affect the payment request conditions for the publisher/partner account (it will not be possible to request a payment if the amount is lower).● The desired notification option is the way you will receive a notification on the requested payment.





To customise the login and signup page, act as follows:



1. Fill in the fields in the section Сustomize login and sign up page (texts in the fields below are just an example; it's up to you how to customize Login and Sign-up pages):







2. This is how publishers/partners will see it:











3. Switch on the toggle Show second Sign Up page if you want to collect more information from the publishers/partners during the signup, then enable the toggles on your right to decide what information you want to collect:









There are 5&nbsp; types of email notifications available for customization:







E-mail types explained:Signup requested - email for manually approved registrations.Signup Successful - email for automatically approved registrations.Password reset - password reset notification.New campaign - notification on a newly created campaign.Campaign status changed - notification on an existing campaign status change.



The structure for each e-mail notification type is the same. To customize a certain e-mail type act as follows:



1. Press on the Subject button next to the chosen e-mail type:







2. Add the needed info to the Subject, Greeting, Body, and Signature tabs:



















3. See how it looks in the Preview type and if the added text is ok, press Add to apply the changes. This is what your publisher/partner will receive when the target action triggers the email notification: 









The Referral Program allows publishers/partners to earn additional commission from referrals they will attract to the system. Referral gets the commission based on the Campaign cost settings. It can be either the campaign cost itself or a custom payout set on the campaign level. You as a publisher/partner who has attracted the referral will gain a commission from the referral commission.



This Referral program feature is activated upon the request for an additional fee. Please get in touch with your Product Specialist or support@redtrack.io for advice.



The referral program can be activated in 3 ways:





If you want all of your Publishers within this Whitelabel to get a commission, switch on the Activate Referral Program toggle within the settings of the Whitelabel your Publishers belong to-&gt; fill in (customize) the fields in this section:







Here are the things you can customize:



 ▸Additional program URL - any custom link you want to use for the purpose. It can be a link with your own backend integration, or some API integration. We will&nbsp; still add a unique value to the link so the system can identify the referral and attach him to your account correctly.



 ▸ First level commission - a&nbsp; commission earned by a publisher/partner who has attracted the referrer directly



 ▸ Number of steps - the depth of your referral program (how many publishers/partners in the funnel will be able to get the commission from a newly acquired referral)



 ▸ Commission decrement - how much less the publishers/partners in the funnel will get compared to the one who has attracted the referral directly.









If you want the commission to be paid only to certain (most earning) Publishers:



1. Go to the section Publishers-&gt; choose the needed Publisher account (s):







2. Scroll down to the section Referral program-&gt; switch on the Activate Referral Program toggle-&gt; fill in (customize) the fields in this section:







Here are the things you can customize:



▸Additional program URL - any custom link you want to use for the purpose. It can be a link with your own backend integration, or some API integration. We will&nbsp; still add a unique value to the link so the system can identify the referral and attach him to your account correctly.



 ▸ First level commission - a&nbsp; commission earned by a publisher/partner who has attracted the referrer directly



 ▸ Number of steps - the depth of your referral program (how many publishers/partners in the funnel will be able to get the commission from a newly acquired referral)



 ▸ Commission decrement - how much less the publishers/partners in the funnel will get compared to the one who has attracted the referral directly.



Since you want to pay only to certain publisher(s), toggle Activate Referral Program should be deactivated within the Whitelabel settings for all the other publishers:













You can also have both scenarios: pay a certain percentage to certain Publisher(s) and pay a certain percentage for the rest of your Publishers. To implement these scenarios, use the settings from both tabs ""For all publishers"" and ""For certain publishers only"".  









Example:Let’s imagine we have the following setup for a referral program:  · First level commission is 50%  · Number of steps is 2  · Commission decrement is 25%This is how it will work:





Multiple Postbacks feature presupposes that only certain conversion types (chosen by the branded portal Admin) will be sent to the publishers/partners.This feature is pretty tricky so get in touch with your Product Specialist to make sure you really need it.



To apply this feature:1. Add the needed conversion types to RedTrack. To do that you go to Tools-&gt;Conversion tracking-&gt;Conversion type. Click here for more info on how to manage conversion types:







2. Turn on the Multiple Postbacks toggle:







3. From the list of added conversion types enable the ones you want your publishers/partners to see and press Save:







4. Go to Publishers-&gt; next to the needed Publisher Id navigate to the icon Login as publisher/partner:5. Select the tab Postback:







6. Add the Postbacks to the enabled (within step 7.3) conversion types and press Save:









You can add your GTM code to the Whitelabel if needed:










",https://help.redtrack.io/knowledgebase/kb/basic-setup-9785/publisher-management/publisher-panel-adding-whitelabel/,docs
3377,Shopify and RedTrack,"








Shopify is the leading cloud-based, multi-channel commerce platform. Merchants can use the software to design, set up, and manage their stores across multiple sales channels, including web, mobile, social media, marketplaces, brick-and-mortar locations, and pop-up shops. The Shopify platform was engineered for reliability and scale, making enterprise-level technology available to businesses of all sizes. 



RedTrack allows you to have an API integration with Shopify. That means:




All your conversion events are tracked on the backend automatically



The highest level of accuracy for conversion and revenue delivery 




Integration





The custom tracking domain should be connected to your RedTrack account before proceeding with the connection steps below.





1. Create custom conversion events.



Tools → Conversion tracking → Conversion types → add the events for Shopify (use this guide to help): 




ViewContent



AddToCart



InitiateCheckout



Purchase



UpsellTo track this event properly, add it in RT + set up a Webhook in Shopify (Webhook setup is described in the Connection steps section of this guide → step 3).



PartialRefundThis event is counted with a minus payout. To track this event properly, add it in RT + set up a Webhook in Shopify (Webhook setup is described in the Connection steps section of this guide → step 3).



RefundThis event is counted with a minus payout. To track this event properly, add it in RT + set up a Webhook in Shopify (Webhook setup is described in the Connection steps section of this guide → step 3).



BuyNowThis event should be applied if your page has a button ""Buy Now"".



ShippingThis event type presupposes the cost of shipping minus the cost of purchase and the Payout value for this event type is counted with a minus.




If you don’t add Shipping as an event, conversions that are supposed to be counted as Shipping and have a negative revenue will be counted as default conversions but marked with a minus. That being said, Total Revenue will count all the conversions, including the minus ones.




SubscriptionTo set up this event type for Recharge subscribers refer to this article.



RecurringTo set up this event type for Recharge subscribers refer to this article.



CancelledThis event type presupposes manually and automatically cancelled orders from Shopify. To track this event properly, add it in RT + set up a Webhook in Shopify (Webhook setup is described in the Connection steps section of this guide → step 3).




2. Create a custom Brand.



Brands → New from scratch → use&nbsp;this guide&nbsp;to help you add your Brand



3. To send the PII data for better attribution go to the added Brand settings → Additional parameters → add the following parameters with the corresponding roles: 



ParameterMacro / TokenName / Description (what you will see in reports instead of subx)RoleInfo we receive under these parameterseventid{replace}Event IDEvent IDYour order ID or the external ID for the conversionfname{replace}First NameFirst NameCustomer First Name from the orderlname{replace}Last NameLast NameCustomer Last Name from the orderphone{replace}PhonePhoneCustomer phone number from the orderemail{replace}EmailEmailCustomer email from the orderzip{replace}Zip CodeZip CodeCustomer zip code from the ordercontentid{replace}Content IDContent IDsExternal product IDcontent{replace}ContentContentsProduct titlecontenttype{replace}Content CategoryContent CategoryThe type of product







4. Add your&nbsp;Website.



Websites → New → use this guide to help you add your website.



Once you've added your Website, you already have all the essential scripts, pixel and webhooks generated automatically in the Scripts tab:You will need them later to connect to Shopify.



5. Create a paid traffic campaign. 



The campaign for the unattributed (organic) traffic is already in place. Now you need to create the one for the paid traffic. Follow these simple steps:




Add the Traffic channel. Most of them have a preset template in RedTrack. 



Launch a campaign for the paid Traffic channel. Your website/shop will be the main link added to the traffic channel.






1. Create a custom app.




Log in to your Shopify → Apps → Apps and sales channel settings → Develop apps for your store:













Create an app → add the name in the App name field → choose the developer from the App developer drop-down list → Create app:












2. Configure API scopes.



2.1 Overview → Configure API scopes: 







2.2 Admin API access scopes → All → Order editing, Orders, Script tags → tick the following boxes next to them:




Order editing: write, read



Orders: write, read



Script tags: write, read












2.3 In the Selected tab you can re-check if everything was added. Save the changes and install the app:











3. Reveal the token.



3.1 A warning message will pop up informing you that the access token can only be viewed once and will be revealed to you once you press Install: 







3.2 Reveal token once → save it: 









1. Connect your RedTrack account to the Shopify Private App.



Tools → Integrations → Shopify → Add Shopify store → add your shop id and token:




Shop id: copy it from the URL, it is yourshopname.myshopify.com.



Token: Shopify token you got during the private app creation.








2. Add the needed scripts from RedTrack to Shopify:





1. Copy the scripts from the added Website form.



 Websites → choose the needed one → Scripts → choose Shopify → copy the scripts:









If you have the Offer form and no automatically generated scripts, then you need to:




Create and copy the universal tracking script. Use this article → I'm affiliate section.



Copy this Web events tracking Events.js script:




&lt;script src=""https://yourtrackingdomain.com/events.js""&gt;&lt;/script&gt;





2. Add the copied scripts to your Shopify account.



2.1 Sales channels → Online Store → Themes → three dots → Edit code:







2.2 Layout → theme.liquid → add the copied scripts to the end of the&nbsp;&lt;head&gt;&nbsp;tag:







If you change the theme, remember to add the scripts to the new theme again.





1. Copy the pixel from the Website form.



 Websites → choose the needed one → Scripts → choose Shopify → copy the Pixel for order status page and post-purchase page:







Legacy scripts for Order status page and Post purchase page can be still found in your Website form in the Legacy scripts for Order status page and Post-Purchase page drop-down:





If you have the Offer form and no automatically generated pixel, copy it from here:



analytics.subscribe('checkout_completed', (event) =&gt; {
  const checkout = event.data.checkout;
  const orderId = checkout.order.id;
  var s = document.createElement( 'script' );
  s.setAttribute('src', 'https://tracking.domain/order_completed.js?shop=storedomain.myshopify.com&amp;orderid=' + orderId);
  document.body.appendChild(s);
});





2. Add the copied pixel to your Shopify account.



2.1 Settings → Customer events → Add custom pixel → give it a name → Add pixel:











2.2 In the Permission window mark Analytics → in the Data sale window mark Data collected qualifies as data sale:







2.3 Paste the pixel (copied in step 1) into the Code section → change the tracking.domain and store.domain parts with your actual domains → Connect:









3. Create Webhooks.



Settings → Notifications → Webhooks → Create webhook:



Webhook API version is always the latest. It is crucially important for you to choose the latest version of Webhook API from the dropdown. Usually, the latest Webhook API version is marked with the current year and the word (Latest) at the end.






Event:&nbsp;Checkout creation



Format:&nbsp;JSON



URL: https://ecomappspf.redtrack.io/custom_webhooks











Event:&nbsp;Order creation



Format:&nbsp;JSON



URL: https://ecomappspf.redtrack.io/custom_webhooks










Order edit webhook should be added only for Upsell event tracking.




Event:&nbsp;Order edit



Format:&nbsp;JSON



URL:&nbsp;https://ecomappspf.redtrack.io/custom_webhooks







Event:&nbsp;Refund create



Format:&nbsp;JSON



URL:&nbsp;https://ecomappspf.redtrack.io/custom_webhooks







Event: Cancelled



Trigger: order cancellation



Webhook: https://ecomappspf.redtrack.io/custom_webhooks








Important!▸ If you want to track manually added orders in Shopify with RedTrack, refer to this article for additional setup steps.▸ If your Shopify store domain or/and custom tracking domain were changed you must update these domains in RedTrack and/or Shopify for correct tracking. Refer to this article for additional setup steps.▸ If you use a landing page before the shop, plus the landing page and Shopify shop domains are different, refer to this article for setup.
",https://help.redtrack.io/knowledgebase/kb/automation/integrations-other-tools/e-com-integrations/shopify-private-app-integration/,docs
3456,Facebook: offline conversion upload dr,"


RedTrack allows you to send back the conversion information via the CAPI. However, CAPI accepts only the data attributed to your Facebook campaign, meaning only the conversions with Facebook click id and additional parameters can be accepted by Facebook as original conversions and be attributed to your campaigns and still, there are a lot of exceptions.



But Facebook, like many other traffic sources, has a tool that allows you to upload a bit more conversions offline. This is not the same as if the CAPI sends those conversions, but they can also teach the algorithm. Conversions uploaded offline will not necessarily be attributed to your Facebook campaigns, but they will still be used in the optimization process.



For example, let's say your campaign has brought 10 conversions and only 5 were from Facebook. But the other 5 can also be used to show Facebook what converts better. Like that, you have twice as many conversions that can be used for the optimization.



Offline conversion upload suits those who own an online store website can get the PII data from the partner. Facebook will not accept offline conversions without a Facebook Email set in the Additional parameters section of the Offer source/Brand template:









To upload offline conversions act as follows:



1. Go to Events Manager→ Data sources→ choose the Offline event set→ Settings→ copy the Offline event set id:



Check out this article in case you're missing the default offline event set.







You don't need to upload any .csv files. Everything is done with the API. Why it's better? No manual work. All your conversions are uploaded offline once RedTrack records them.



Make sure you have connected your target ad account (accounts) to that offline pixel:



2. Go to your RedTrack Offer/Website settings→ CAPI→ Connect Facebook:







You can’t use offline event sets until the terms of service are accepted.



3. Once integration permissions are accepted, add your Offline event set id→ match your RedTrack conversion types with Facebook conversion events→ Save the changes to the template:







This matching will show Facebook where and to what category to add your offline conversions. Keep in mind that there is no option to customize Facebook conversion types.


",https://help.redtrack.io/knowledgebase/back-ups/offline-conversion-upload-for-facebook/,docs
